especie,rotacao,regiao,fazenda,projeto,estrato,talhao,idade,ano,pagina,arvore,dap,ht,vol,voltot
E.grandis,1,Salto,4,92,425,26,3.4,96,507903,1,16.23,23.43,225.698453,226
E.grandis,1,Salto,4,92,425,26,3.4,96,507903,2,15.92,22.84,199.669073,200
E.grandis,1,Salto,4,92,425,26,3.4,96,507903,3,16.55,23.35,224.544157,225
E.grandis,1,Salto,4,92,425,27,3.5,96,507402,1,6.37,12.75,17.099807,18.8
E.grandis,1,Salto,4,92,425,27,3.5,96,507402,2,6.68,12.37,18.657589,20.4
E.grandis,1,Salto,4,92,425,27,3.5,96,507710,1,12.73,19.5,108.7485,109
E.grandis,1,Salto,4,92,425,27,3.5,96,507710,2,12.1,17.12,81.817703,82.8
E.grandis,1,Salto,4,92,425,27,3.5,96,507710,3,13.05,19.09,115.351028,116
E.grandis,1,Salto,4,92,425,27,3.5,96,507710,4,12.1,18.53,93.566341,94.8
E.grandis,1,Salto,4,92,425,27,3.5,96,507710,5,12.41,18.34,96.436158,97.6
E.grandis,1,Salto,4,92,425,27,3.5,96,507710,6,11.78,18.03,93.56259,93.9
E.grandis,1,Salto,4,92,425,27,3.5,96,507710,7,12.73,18.86,109.898542,111
E.grandis,1,Salto,4,92,425,27,3.5,96,507710,8,11.78,19.35,99.071039,100
E.grandis,1,Salto,4,92,425,27,3.5,96,507710,9,11.46,18.5,85.214016,86.4
E.grandis,1,Salto,4,92,425,27,3.5,96,507710,10,13.05,19.55,114.625579,115
E.grandis,1,Salto,4,92,425,35,3.5,96,507505,1,7.64,14.93,33.555936,35.1
E.grandis,1,Salto,4,92,425,35,3.5,96,507505,2,8.59,16.1,47.073455,48.2
E.grandis,1,Salto,4,92,425,35,3.5,96,507505,3,8.91,17.04,51.096858,52.8
E.grandis,1,Salto,4,92,425,35,3.5,96,507505,4,8.28,16.36,40.773219,42.4
E.grandis,1,Salto,4,92,425,35,3.5,96,507505,5,7.96,15.73,37.712263,39.1
E.grandis,1,Salto,4,92,425,35,3.5,96,507807,1,14.96,21.97,173.756954,175
E.grandis,1,Salto,4,92,425,35,3.5,96,507807,2,14.32,21.94,158.555879,159
E.grandis,1,Salto,4,92,425,35,3.5,96,507807,3,14.01,22.33,155.290288,156
E.grandis,1,Salto,4,92,425,35,3.5,96,507807,4,13.37,21.49,126.748993,128
E.grandis,1,Salto,4,92,425,35,3.5,96,507807,5,14.32,22.39,157.827014,159
E.grandis,1,Salto,4,92,425,35,3.5,96,507807,6,13.37,21.45,139.308798,140
E.grandis,1,Salto,4,92,425,35,3.5,96,507807,7,14.01,22.42,157.040748,158
E.grandis,1,Salto,4,93,426,5,3.1,96,508101,1,3.82,9.35,2.520645,5.76
E.grandis,1,Salto,4,93,426,5,3.1,96,508407,1,10.82,17.42,73.995397,75.1
E.grandis,1,Salto,4,93,426,5,3.1,96,508407,2,10.5,16.92,69.737086,70.5
E.grandis,1,Salto,4,93,426,5,3.1,96,508407,3,9.87,17.35,63.024924,64
E.grandis,1,Salto,4,93,426,5,3.1,96,508407,4,9.87,15.75,59.619567,60.6
E.grandis,1,Salto,4,93,426,5,3.1,96,508407,5,11.14,19.13,92.525327,93.3
E.grandis,1,Salto,4,93,426,5,3.1,96,508407,6,10.5,17.79,71.162941,71.8
E.grandis,1,Salto,4,93,426,5,3.1,96,508407,7,11.14,18.72,86.121976,87.7
E.grandis,1,Salto,4,93,426,5,3.1,96,509103,1,15.6,20.91,195.227992,196
E.grandis,1,Salto,4,93,426,5,3.1,96,509103,2,15.92,19.87,173.157287,173
E.grandis,1,Salto,4,93,426,5,3.1,96,509103,3,15.28,21.35,177.40406,179
E.grandis,1,Salto,4,93,426,15,3.1,96,508201,1,7.32,13.45,23.021493,24.9
E.grandis,1,Salto,4,93,426,15,3.1,96,508510,1,11.78,16.36,86.319118,86.8
E.grandis,1,Salto,4,93,426,15,3.1,96,508510,2,12.73,17.96,100.710177,102
E.grandis,1,Salto,4,93,426,15,3.1,96,508510,3,11.78,17.73,92.83541,94
E.grandis,1,Salto,4,93,426,15,3.1,96,508510,4,12.41,19.33,106.759377,107
E.grandis,1,Salto,4,93,426,15,3.1,96,508510,5,11.78,17.54,93.100784,93.7
E.grandis,1,Salto,4,93,426,15,3.1,96,508510,6,12.73,18.7,117.462249,118
E.grandis,1,Salto,4,93,426,15,3.1,96,508510,7,13.05,NA,126.03271,127
E.grandis,1,Salto,4,93,426,15,3.1,96,508510,8,12.41,18.99,108.871658,110
E.grandis,1,Salto,4,93,426,15,3.1,96,508510,9,12.1,19.22,105.370023,106
E.grandis,1,Salto,4,93,426,15,3.1,96,508510,10,11.46,18.36,93.535149,93.9
E.grandis,1,Salto,4,93,426,15,3.1,96,508601,1,13.05,20.94,133.120422,133
E.grandis,1,Salto,4,93,426,18,3.3,96,508303,1,7.96,14.16,33.968906,34.8
E.grandis,1,Salto,4,93,426,18,3.3,96,508303,2,8.28,15.17,31.212473,33.5
E.grandis,1,Salto,4,93,426,18,3.3,96,508303,3,7.96,13.79,28.971599,30.5
E.grandis,1,Salto,4,93,426,18,3.3,96,508709,1,14.96,20.19,162.105266,162
E.grandis,1,Salto,4,93,426,18,3.3,96,508709,2,14.32,19.88,136.609223,137
E.grandis,1,Salto,4,93,426,18,3.3,96,508709,3,14.64,20.55,165.264475,166
E.grandis,1,Salto,4,93,426,18,3.3,96,508709,4,13.69,20.26,137.495871,138
E.grandis,1,Salto,4,93,426,18,3.3,96,508709,5,14.01,21.02,150.601021,151
E.grandis,1,Salto,4,93,426,18,3.3,96,508709,6,13.37,20.4,122.642735,123
E.grandis,1,Salto,4,93,426,18,3.3,96,508709,7,13.69,19.7,129.914811,131
E.grandis,1,Salto,4,93,426,18,3.3,96,508709,8,14.32,20.44,142.568141,143
E.grandis,1,Salto,4,93,426,18,3.3,96,508709,9,13.37,19.63,121.897675,123
E.grandis,1,Salto,4,93,427,4,3,96,508803,1,9.55,17.46,58.319701,59.6
E.grandis,1,Salto,4,93,427,4,3,96,508803,2,9.87,17.09,59.975446,60.9
E.grandis,1,Salto,4,93,427,4,3,96,508803,3,10.19,18.8,71.491567,72.2
E.grandis,1,Salto,4,93,427,4,3,96,508903,1,11.78,20.65,107.380442,108
E.grandis,1,Salto,4,93,427,4,3,96,508903,2,12.1,20.06,102.021694,103
E.grandis,1,Salto,4,93,427,4,3,96,508903,3,12.73,19.49,111.742783,112
E.grandis,1,Salto,4,93,427,4,3,96,509003,1,14.64,21.34,161.69111,162
E.grandis,1,Salto,4,93,427,4,3,96,509003,2,14.96,20.38,147.751266,149
E.grandis,1,Salto,4,93,427,4,3,96,509003,3,14.64,22.56,176.333441,177
E.grandis,1,Salto,4,94,432,48,2.1,96,511002,1,4.77,8.7,5.965692,7.73
E.grandis,1,Salto,4,94,432,48,2.1,96,511002,2,5.41,9.4,8.983227,11.2
E.grandis,1,Salto,4,94,432,48,2.1,96,511104,1,7,10.1,15.148952,16.4
E.grandis,1,Salto,4,94,432,48,2.1,96,511104,2,5.73,8.6,7.220346,8.58
E.grandis,1,Salto,4,94,432,48,2.1,96,511104,3,6.37,10.9,14.844826,16.2
E.grandis,1,Salto,4,94,432,48,2.1,96,511104,4,7,11.2,17.04303,18.6
E.grandis,1,Salto,4,94,432,48,2.1,96,511209,1,7.64,11.2,22.198619,22.9
E.grandis,1,Salto,4,94,432,48,2.1,96,511209,2,8.28,11.7,30.098327,30.8
E.grandis,1,Salto,4,94,432,48,2.1,96,511209,3,8.59,12.6,30.317261,31.4
E.grandis,1,Salto,4,94,432,48,2.1,96,511209,4,8.59,13.2,35.6343,36.4
E.grandis,1,Salto,4,94,432,48,2.1,96,511209,5,8.59,12.3,30.268279,31.4
E.grandis,1,Salto,4,94,432,48,2.1,96,511209,6,7.64,11.4,22.068192,23.3
E.grandis,1,Salto,4,94,432,48,2.1,96,511209,7,8.91,12.6,34.443919,34.8
E.grandis,1,Salto,4,94,432,48,2.1,96,511209,8,8.28,11.3,27.054666,28.3
E.grandis,1,Salto,4,94,432,48,2.1,96,511209,9,9.23,12.3,34.84051,35.9
E.grandis,1,Salto,4,94,432,48,2.1,96,511312,1,11.14,13.8,62.220739,62.9
E.grandis,1,Salto,4,94,432,48,2.1,96,511312,2,10.5,12.9,48.981616,49.5
E.grandis,1,Salto,4,94,432,48,2.1,96,511312,3,10.19,14.2,42.679651,43.7
E.grandis,1,Salto,4,94,432,48,2.1,96,511312,4,10.5,13.5,50.129471,51
E.grandis,1,Salto,4,94,432,48,2.1,96,511312,5,9.55,12.7,38.624122,39.2
E.grandis,1,Salto,4,94,432,48,2.1,96,511312,6,10.82,13.4,53.325892,54.1
E.grandis,1,Salto,4,94,432,48,2.1,96,511312,7,10.19,13.8,45.415602,46.8
E.grandis,1,Salto,4,94,432,48,2.1,96,511312,8,10.82,13.7,59.877189,60.5
E.grandis,1,Salto,4,94,432,48,2.1,96,511312,9,9.55,13.1,38.948877,39.6
E.grandis,1,Salto,4,94,432,48,2.1,96,511312,10,9.55,14,43.215482,44
E.grandis,1,Salto,4,94,432,48,2.1,96,511312,11,10.19,12.5,44.76768,45.4
E.grandis,1,Salto,4,94,432,48,2.1,96,511312,12,10.19,13.7,46.910089,48.2
E.grandis,1,Salto,4,94,432,48,2.1,96,511407,1,11.78,14,61.716949,61.9
E.grandis,1,Salto,4,94,432,48,2.1,96,511407,2,12.1,14.6,75.091412,76
E.grandis,1,Salto,4,94,432,48,2.1,96,511407,3,11.78,13.7,54.90653,56
E.grandis,1,Salto,4,94,432,48,2.1,96,511407,4,12.73,13.5,79.148838,79.9
E.grandis,1,Salto,4,94,432,48,2.1,96,511407,5,12.73,14.9,81.726923,82.5
E.grandis,1,Salto,4,94,432,48,2.1,96,511407,6,11.46,13.6,58.586136,59.2
E.grandis,1,Salto,4,94,432,48,2.1,96,511407,7,11.46,14.1,67.09124,67.3
E.grandis,1,Salto,4,94,432,48,2.1,96,511501,1,14.01,14.5,91.913172,92.5
E.grandis,1,Salto,4,94,433,10,2,96,511903,1,8.59,13.2,34.063912,34.9
E.grandis,1,Salto,4,94,433,10,2,96,511903,2,8.91,12.9,31.815953,33.2
E.grandis,1,Salto,4,94,433,10,2,96,511903,3,8.28,14.3,36.611869,37.9
E.grandis,1,Salto,4,94,433,10,2,96,512003,1,10.19,15.6,57.367045,58.6
E.grandis,1,Salto,4,94,433,10,2,96,512003,2,9.87,13.4,47.797274,49.1
E.grandis,1,Salto,4,94,433,10,2,96,512003,3,10.5,13.9,49.229719,50.2
E.grandis,1,Salto,4,94,433,10,2,96,512103,1,12.73,14.9,85.199325,86.3
E.grandis,1,Salto,4,94,433,10,2,96,512103,2,12.41,14.7,84.427271,84.6
E.grandis,1,Salto,4,94,433,10,2,96,512103,3,12.1,15.3,82.835819,83.4
E.grandis,1,Salto,4,94,433,10,2,96,512901,1,4.46,8.87,6.287882,8.42
E.grandis,1,Salto,4,94,433,10,2,96,513001,1,6.68,11.3,16.794679,18.7
E.grandis,1,Salto,4,94,433,10,2,96,513104,1,8.59,13.66,36.594371,37.6
E.grandis,1,Salto,4,94,433,10,2,96,513104,2,7.96,13.12,30.357222,31
E.grandis,1,Salto,4,94,433,10,2,96,513104,3,8.28,13.15,31.461303,32.3
E.grandis,1,Salto,4,94,433,10,2,96,513104,4,8.28,12.72,28.169083,29.4
E.grandis,1,Salto,4,94,433,10,2,96,513202,1,10.5,15.13,61.578982,62.5
E.grandis,1,Salto,4,94,433,10,2,96,513202,2,9.87,14.78,52.511128,53.1
E.grandis,1,Salto,5,93,505,22,2.6,96,509801,1,5.41,10.9,11.103468,13.2
E.grandis,1,Salto,5,93,505,22,2.6,96,509902,1,6.68,11.1,16.251349,17.8
E.grandis,1,Salto,5,93,505,22,2.6,96,509902,2,7.32,11.6,20.280685,22.1
E.grandis,1,Salto,5,93,505,22,2.6,96,510005,1,8.91,13,34.759795,35.6
E.grandis,1,Salto,5,93,505,22,2.6,96,510005,2,9.23,14.1,43.377348,44.4
E.grandis,1,Salto,5,93,505,22,2.6,96,510005,3,7.64,13.2,28.538023,29.5
E.grandis,1,Salto,5,93,505,22,2.6,96,510005,4,8.91,14.25,41.041511,42.1
E.grandis,1,Salto,5,93,505,22,2.6,96,510005,5,8.91,14.35,41.002779,42.9
E.grandis,1,Salto,5,93,505,22,2.6,96,510111,1,10.82,15.2,66.737673,67.9
E.grandis,1,Salto,5,93,505,22,2.6,96,510111,2,10.5,15.2,57.034876,57.9
E.grandis,1,Salto,5,93,505,22,2.6,96,510111,3,10.82,15.6,61.777495,62.7
E.grandis,1,Salto,5,93,505,22,2.6,96,510111,4,9.87,14.7,48.706137,49.2
E.grandis,1,Salto,5,93,505,22,2.6,96,510111,5,10.5,15,57.505161,58.6
E.grandis,1,Salto,5,93,505,22,2.6,96,510111,6,9.55,15.5,50.6927,51.4
E.grandis,1,Salto,5,93,505,22,2.6,96,510111,7,11.14,15.5,70.763805,71.5
E.grandis,1,Salto,5,93,505,22,2.6,96,510111,8,10.5,15.3,62.240511,62.8
E.grandis,1,Salto,5,93,505,22,2.6,96,510111,9,9.55,14,47.399164,48
E.grandis,1,Salto,5,93,505,22,2.6,96,510111,10,10.19,16.98,56.52359,57.3
E.grandis,1,Salto,5,93,505,22,2.6,96,510111,11,10.19,14.9,51.921644,52.8
E.grandis,1,Salto,5,93,505,22,2.6,96,510212,1,11.46,15.2,74.377489,74.8
E.grandis,1,Salto,5,93,505,22,2.6,96,510212,2,11.78,14.7,74.083589,75.1
E.grandis,1,Salto,5,93,505,22,2.6,96,510212,3,11.78,14.8,69.121475,69.8
E.grandis,1,Salto,5,93,505,22,2.6,96,510212,4,13.05,15.3,97.992244,98.7
E.grandis,1,Salto,5,93,505,22,2.6,96,510212,5,12.73,15.06,90.072976,90.5
E.grandis,1,Salto,5,93,505,22,2.6,96,510212,6,12.1,15.35,81.856517,82.5
E.grandis,1,Salto,5,93,505,22,2.6,96,510212,7,12.1,15.1,82.054135,82.3
E.grandis,1,Salto,5,93,505,22,2.6,96,510212,8,11.46,16.07,74.432219,75.5
E.grandis,1,Salto,5,93,505,22,2.6,96,510212,9,13.05,15.3,95.328719,95.7
E.grandis,1,Salto,5,93,505,22,2.6,96,510212,10,11.78,15.7,78.915987,79.8
E.grandis,1,Salto,5,93,505,22,2.6,96,510212,11,12.1,15.2,81.304186,81.7
E.grandis,1,Salto,5,93,505,22,2.6,96,510212,12,12.1,15.2,74.007397,74.4
E.grandis,1,Salto,5,93,505,22,2.6,96,510304,1,13.37,16.5,96.304353,97
E.grandis,1,Salto,5,93,505,22,2.6,96,510304,2,14.64,16,117.816082,119
E.grandis,1,Salto,5,93,505,22,2.6,96,510304,3,13.37,15.8,95.696435,96.6
E.grandis,1,Salto,5,93,505,22,2.6,96,510304,4,14.01,16.8,107.021617,107
E.grandis,1,Salto,5,94,506,19,2.3,96,509201,1,5.41,9.9,10.819468,12.2
E.grandis,1,Salto,5,94,506,19,2.3,96,509303,1,7,11.9,20.499348,21.2
E.grandis,1,Salto,5,94,506,19,2.3,96,509303,2,6.05,11.85,16.162819,17.4
E.grandis,1,Salto,5,94,506,19,2.3,96,509303,3,6.68,12.35,21.62835,22.7
E.grandis,1,Salto,5,94,506,19,2.3,96,509408,1,9.23,14.55,44.541037,45.9
E.grandis,1,Salto,5,94,506,19,2.3,96,509408,2,8.28,13.21,29.89798,30.6
E.grandis,1,Salto,5,94,506,19,2.3,96,509408,3,7.64,13.3,28.791648,30
E.grandis,1,Salto,5,94,506,19,2.3,96,509408,4,7.64,13.7,29.64119,31.1
E.grandis,1,Salto,5,94,506,19,2.3,96,509408,5,8.91,13.78,43.045639,44.5
E.grandis,1,Salto,5,94,506,19,2.3,96,509408,6,7.96,14.1,32.241215,33.4
E.grandis,1,Salto,5,94,506,19,2.3,96,509408,7,7.64,13.3,26.017465,27.6
E.grandis,1,Salto,5,94,506,19,2.3,96,509408,8,8.59,13.6,34.983044,35.7
E.grandis,1,Salto,5,94,506,19,2.3,96,509513,1,9.55,12.8,39.846587,41.2
E.grandis,1,Salto,5,94,506,19,2.3,96,509513,2,9.55,14.63,49.630017,50.3
E.grandis,1,Salto,5,94,506,19,2.3,96,509513,3,10.5,14.5,56.204981,56.7
E.grandis,1,Salto,5,94,506,19,2.3,96,509513,4,9.87,14.37,41.412891,42.8
E.grandis,1,Salto,5,94,506,19,2.3,96,509513,5,9.55,13.51,47.085417,47.8
E.grandis,1,Salto,5,94,506,19,2.3,96,509513,6,10.82,14.08,55.558057,56.5
E.grandis,1,Salto,5,94,506,19,2.3,96,509513,7,10.5,14.07,52.763873,53.1
E.grandis,1,Salto,5,94,506,19,2.3,96,509513,8,10.19,14.23,50.668054,51.1
E.grandis,1,Salto,5,94,506,19,2.3,96,509513,9,10.82,15.4,63.54946,64.2
E.grandis,1,Salto,5,94,506,19,2.3,96,509513,10,10.5,13.02,56.762669,57.4
E.grandis,1,Salto,5,94,506,19,2.3,96,509513,11,10.82,15.3,63.341341,64
E.grandis,1,Salto,5,94,506,19,2.3,96,509513,12,10.19,15.13,55.501744,56.6
E.grandis,1,Salto,5,94,506,19,2.3,96,509513,13,9.87,14.14,45.312573,46.4
E.grandis,1,Salto,5,94,506,19,2.3,96,509608,1,13.05,18.7,115.44343,116
E.grandis,1,Salto,5,94,506,19,2.3,96,509608,2,12.1,17.6,84.94581,85.6
E.grandis,1,Salto,5,94,506,19,2.3,96,509608,3,13.05,16.9,84.567614,86.1
E.grandis,1,Salto,5,94,506,19,2.3,96,509608,4,12.41,17.5,97.167022,97.6
E.grandis,1,Salto,5,94,506,19,2.3,96,509608,5,11.78,17.6,83.446988,84.5
E.grandis,1,Salto,5,94,506,19,2.3,96,509608,6,11.46,16.7,78.263109,79
E.grandis,1,Salto,5,94,506,19,2.3,96,509608,7,12.1,17.2,85.331818,86.1
E.grandis,1,Salto,5,94,506,19,2.3,96,509608,8,12.73,17.35,96.368692,97.4
E.grandis,1,Salto,5,94,506,19,2.3,96,509702,1,14.01,17.8,126.314542,127
E.grandis,1,Salto,5,94,506,19,2.3,96,509702,2,13.69,17.9,109.166135,110
E.grandis,1,Bofete,6,23,612,8,8.2,92,74402,1,21.01,26.41,392.36471,392
E.grandis,1,Bofete,6,23,612,8,8.2,92,74502,1,19.42,25.39,351.187569,352
E.grandis,1,Bofete,6,23,612,8,8.2,92,74603,1,17.19,25,268.057611,269
E.grandis,1,Bofete,6,23,612,8,8.2,92,74704,1,15.6,25,219.528058,221
E.grandis,1,Bofete,6,23,612,8,8.2,92,74704,2,15.92,25.25,239.436614,239
E.grandis,1,Bofete,6,23,612,8,8.2,92,74805,1,13.37,18.95,115.259827,117
E.grandis,1,Bofete,6,23,612,8,8.2,92,74805,2,14.96,22.7,178.209533,179
E.grandis,1,Bofete,6,23,612,8,8.2,92,74905,1,12.41,21.1,126.900429,127
E.grandis,1,Bofete,6,23,612,8,8.2,92,74905,2,11.78,20.06,107.153403,108
E.grandis,1,Bofete,6,23,612,8,8.2,92,75006,1,10.5,19.09,65.26859,66.8
E.grandis,1,Bofete,6,23,612,8,8.2,92,75006,2,10.82,19.13,76.509751,77.4
E.grandis,1,Bofete,6,23,612,8,8.2,92,75006,3,9.55,19.45,63.68218,65.1
E.grandis,1,Bofete,6,23,612,8,8.2,92,75104,1,7.64,16.77,31.046628,33.7
E.grandis,1,Bofete,6,23,612,8,8.2,92,75104,2,9.23,15.89,48.792146,49.3
E.grandis,1,Bofete,6,23,612,8,8.2,92,75202,1,6.05,12.06,18.073983,19.1
E.grandis,1,Bofete,6,23,612,9,8.1,92,74201,1,26.74,32.93,758.684176,759
E.grandis,1,Bofete,6,23,612,9,8.1,92,74301,1,23.24,32.18,588.945358,589
E.grandis,1,Bofete,6,23,612,9,8.1,92,74402,2,22.6,31.58,563.507855,564
E.grandis,1,Bofete,6,23,612,9,8.1,92,74502,2,20.69,30.09,403.431461,404
E.grandis,1,Bofete,6,23,612,9,8.1,92,74603,2,18.14,28.59,310.893607,311
E.grandis,1,Bofete,6,23,612,9,8.1,92,74603,3,17.83,26.77,271.680008,272
E.grandis,1,Bofete,6,23,612,9,8.1,92,74704,3,15.28,24.09,196.080145,197
E.grandis,1,Bofete,6,23,612,9,8.1,92,74704,4,15.28,25.5,208.753519,210
E.grandis,1,Bofete,6,23,612,9,8.1,92,74805,3,14.96,25.57,209.648645,211
E.grandis,1,Bofete,6,23,612,9,8.1,92,74805,4,14.01,23.27,153.16932,154
E.grandis,1,Bofete,6,23,612,9,8.1,92,74805,5,13.37,23.4,151.011368,151
E.grandis,1,Bofete,6,23,612,9,8.1,92,74905,3,12.1,21.15,104.624554,105
E.grandis,1,Bofete,6,23,612,9,8.1,92,74905,4,12.41,23.17,134.629847,135
E.grandis,1,Bofete,6,23,612,9,8.1,92,74905,5,12.73,20.87,111.265206,113
E.grandis,1,Bofete,6,23,612,9,8.1,92,75006,4,9.55,16.59,53.669504,54.6
E.grandis,1,Bofete,6,23,612,9,8.1,92,75006,5,11.14,21.11,87.597982,89
E.grandis,1,Bofete,6,23,612,9,8.1,92,75006,6,10.5,19.18,75.424319,76.6
E.grandis,1,Bofete,6,23,612,9,8.1,92,75104,3,8.59,15.9,37.095325,39
E.grandis,1,Bofete,6,23,612,9,8.1,92,75104,4,8.28,16.09,45.054951,45.5
E.grandis,1,Bofete,6,23,612,9,8.1,92,75202,2,6.68,11.4,19.618202,21.3
E.grandis,1,Bofete,6,23,612,9,8.1,92,75301,1,5.09,10.82,8.448626,11.4
E.grandis,1,Bofete,6,32,604,1,5.7,92,71104,1,9.23,19.45,66.527579,68.1
E.grandis,1,Bofete,6,32,604,1,5.7,92,71206,1,10.5,19.24,77.85187,78.9
E.grandis,1,Bofete,6,32,604,1,5.7,92,71206,2,10.19,19.37,72.243538,73.6
E.grandis,1,Bofete,6,32,604,1,5.7,92,71306,1,12.41,20.21,121.029614,122
E.grandis,1,Bofete,6,32,604,1,5.7,92,71306,2,11.78,22.55,119.861675,120
E.grandis,1,Bofete,6,32,604,1,5.7,92,71405,1,14.01,22.87,167.56967,169
E.grandis,1,Bofete,6,32,604,3,5.7,92,70802,1,5.41,12.44,11.805457,14.2
E.grandis,1,Bofete,6,32,604,3,5.7,92,71004,1,6.37,13.53,19.261756,21.3
E.grandis,1,Bofete,6,32,604,3,5.7,92,71004,2,6.37,13.38,18.35192,21.1
E.grandis,1,Bofete,6,32,604,3,5.7,92,71104,2,7.64,17.19,34.953603,37.2
E.grandis,1,Bofete,6,32,604,3,5.7,92,71206,3,10.82,21.21,96.256102,96.8
E.grandis,1,Bofete,6,32,604,3,5.7,92,71206,4,10.5,19.01,86.507822,87.1
E.grandis,1,Bofete,6,32,604,3,5.7,92,71306,3,12.73,21.3,133.517016,134
E.grandis,1,Bofete,6,32,604,3,5.7,92,71306,4,11.46,20.46,101.336308,102
E.grandis,1,Bofete,6,32,604,3,5.7,92,71405,2,14.01,23.05,169.620069,170
E.grandis,1,Bofete,6,32,604,3,5.7,92,71405,3,14.32,22.97,182.373007,183
E.grandis,1,Bofete,6,32,604,3,5.7,92,71602,1,18.14,24.91,291.280283,292
E.grandis,1,Bofete,6,32,604,8,5.7,92,70802,2,5.41,12.5,14.623187,16.6
E.grandis,1,Bofete,6,32,604,8,5.7,92,71004,3,5.73,11.92,13.640968,15.7
E.grandis,1,Bofete,6,32,604,8,5.7,92,71004,4,6.37,13.29,20.074589,22.3
E.grandis,1,Bofete,6,32,604,8,5.7,92,71104,3,7.64,14.91,32.282947,34.1
E.grandis,1,Bofete,6,32,604,8,5.7,92,71104,4,7.96,15.41,38.062602,39.6
E.grandis,1,Bofete,6,32,604,8,5.7,92,71206,5,10.5,18.76,80.725418,81.2
E.grandis,1,Bofete,6,32,604,8,5.7,92,71206,6,9.87,17.49,67.113412,68.1
E.grandis,1,Bofete,6,32,604,8,5.7,92,71306,5,11.46,20,98.242794,98.6
E.grandis,1,Bofete,6,32,604,8,5.7,92,71306,6,12.1,18.65,109.072504,110
E.grandis,1,Bofete,6,32,604,8,5.7,92,71405,4,14.01,19.76,139.851983,140
E.grandis,1,Bofete,6,32,604,8,5.7,92,71405,5,13.69,NA,155.211924,155
E.grandis,1,Bofete,6,32,604,8,5.7,92,71602,2,17.83,21.91,245.88152,247
E.grandis,1,Bofete,6,32,604,8,5.7,92,71701,1,20.05,21.87,291.373039,292
E.grandis,1,Bofete,6,32,605,18,5.4,92,72905,1,14.64,20.97,164.301263,165
E.grandis,1,Bofete,6,32,605,18,5.4,92,72905,2,11.78,19.4,96.186221,97.1
E.grandis,1,Bofete,6,32,605,18,5.4,92,72905,3,13.69,20.4,143.814376,144
E.grandis,1,Bofete,6,32,605,18,5.4,92,72905,4,14.01,20.9,152.274001,153
E.grandis,1,Bofete,6,32,605,18,5.4,92,72905,5,14.96,22.41,180.692676,181
E.grandis,1,Bofete,6,32,606,9,5.2,92,105103,1,14.01,21.45,148.454488,149
E.grandis,1,Bofete,6,32,606,9,5.2,92,105103,2,14.96,21.55,174.441696,175
E.grandis,1,Bofete,6,32,606,9,5.2,92,105203,1,12.73,21.54,129.835431,131
E.grandis,1,Bofete,6,32,606,9,5.2,92,105203,2,12.1,22.2,127.106875,128
E.grandis,1,Bofete,6,32,606,9,5.2,92,105303,1,11.14,20.16,88.591955,89.2
E.grandis,1,Bofete,6,32,606,9,5.2,92,105303,2,9.87,20.18,67.443688,68.5
E.grandis,1,Bofete,6,32,606,9,5.2,92,122202,1,4.77,10.19,7.75995,10.2
E.grandis,1,Bofete,6,32,606,9,5.2,92,122303,1,7.32,16.46,32.300034,34.2
E.grandis,1,Bofete,6,32,606,9,5.2,92,122404,1,8.28,15.44,40.872996,42.2
E.grandis,1,Bofete,6,32,606,9,5.2,92,122404,2,9.23,19.18,67.851883,69
E.grandis,1,Bofete,6,32,606,9,5.2,92,122504,1,10.82,20.09,90.157988,91.2
E.grandis,1,Bofete,6,32,606,9,5.2,92,122603,1,11.78,19.57,102.778248,103
E.grandis,1,Bofete,6,32,606,9,5.2,92,122703,1,13.37,21.17,141.956697,142
E.grandis,1,Bofete,6,32,606,9,5.2,92,122804,1,15.28,21.53,176.216574,177
E.grandis,1,Bofete,6,32,606,9,5.2,92,122804,2,15.92,23.71,221.077716,221
E.grandis,1,Bofete,6,32,606,9,5.2,92,122902,1,19.74,25.96,348.21627,349
E.grandis,1,Bofete,6,32,606,9,5.2,92,123104,1,17.83,25,279.455411,279
E.grandis,1,Bofete,6,32,606,10,5.2,92,122202,2,4.77,11.23,5.777699,8.95
E.grandis,1,Bofete,6,32,606,10,5.2,92,122303,2,6.05,13.27,17.949827,19.4
E.grandis,1,Bofete,6,32,606,10,5.2,92,122404,3,8.59,17.2,45.141981,46.1
E.grandis,1,Bofete,6,32,606,10,5.2,92,122504,2,9.87,19.76,75.952793,77
E.grandis,1,Bofete,6,32,606,10,5.2,92,122603,2,12.41,22.95,128.501813,130
E.grandis,1,Bofete,6,32,606,10,5.2,92,122703,2,13.37,23.59,153.936289,155
E.grandis,1,Bofete,6,32,606,10,5.2,92,122804,3,16.55,26.21,270.587135,271
E.grandis,1,Bofete,6,32,606,10,5.2,92,123104,2,18.14,27.02,318.540169,319
E.grandis,1,Bofete,6,32,606,10,5.2,92,123104,3,17.19,26.62,293.651,294
E.grandis,1,Bofete,6,32,606,26,5.2,92,105103,3,14.01,23.35,156.413992,158
E.grandis,1,Bofete,6,32,606,26,5.2,92,105203,3,12.73,22.87,134.708669,135
E.grandis,1,Bofete,6,32,606,26,5.2,92,105303,3,11.14,21.12,90.796823,92
E.grandis,1,Bofete,6,32,606,26,5.2,92,122303,3,7.32,16.07,33.437577,35.3
E.grandis,1,Bofete,6,32,606,26,5.2,92,122404,4,7.96,17.41,43.145102,44.6
